최고기온,온열질환자,풍속,상대습도
27.81428571,0,1.657142857,80.52857143
29.75714286,2,1.342857143,50.7
28.31428571,0,1.457142857,54.3
30.37142857,0,1.571428571,62.01428571
28.68571429,1,1.557142857,74.38571429
28.01428571,0,1.485714286,76.54285714
29.32857143,0,1.514285714,71.41428571
27.97142857,5,1.757142857,81.5
28.84285714,1,2.514285714,77.28571429
29.64285714,2,1.5,87.85714286
32.22857143,5,1.457142857,81.17142857
34.07142857,5,1.7,74.84285714
31.32857143,3,1.228571429,75.95714286
30.52857143,1,1.4,76.01428571
28.68571429,0,1.585714286,78.64285714
29.3,0,1.5,77.22857143
27.37142857,0,1.371428571,62.7
27.55714286,1,1.471428571,62.71428571
28.54285714,0,1.628571429,69.41428571
28.5,2,1.614285714,74.74285714
29.55714286,1,1.7,75.11428571
29.08571429,2,1.642857143,78.54285714
28.92857143,5,1.4,87.52857143
29.88571429,1,1.571428571,80.22857143
31.12857143,1,2.085714286,76.57142857
32.75714286,9,1.514285714,76.52857143
34.08571429,10,1.085714286,75.37142857
35.24285714,14,1.128571429,73.81428571
35.82857143,14,1.4,67.1
32.67142857,4,1.742857143,67.62857143
26.54285714,0,2.271428571,76.24285714
29.02857143,0,1,80.3
27.18571429,0,1.085714286,79.85714286
24.8,0,1.414285714,74.4
28.35714286,0,1.914285714,57.92857143
25.9,0,2.1,65.42857143
29.67142857,1,1.885714286,54.44285714
32.87142857,2,1.385714286,57.7
29.75714286,1,1.314285714,78.4
29.55714286,3,1.514285714,89.27142857
31.15714286,7,1.542857143,86.77142857
31.54285714,13,1.585714286,85.3
31.65714286,1,2.171428571,82.24285714
32.55714286,6,1.714285714,82.27142857
32.04285714,9,1.157142857,82.71428571
27.97142857,1,1.757142857,90.05714286
30.14285714,2,1.7,84.41428571
26.77142857,0,1.271428571,72.52857143
26.6,0,1.042857143,81.28571429
25.24285714,0,1.9,61.68571429
28.88571429,0,1.228571429,64.75714286
29.58571429,1,1.471428571,64.48571429
26.57142857,1,2.728571429,67.38571429
29.84285714,3,1.314285714,65.81428571
29.9,1,1.6,78.32857143
27.4,0,1.842857143,86.55714286
30.08571429,7,1.742857143,79.35714286
34.5,12,1.028571429,71.47142857
36.08571429,29,1.142857143,72.27142857
37.05714286,10,1.785714286,63.37142857
35.78571429,8,1.7,71.81428571
36.08571429,9,2.385714286,62.9
32.27142857,1,2.242857143,71.02857143
27.92857143,0,1.471428571,89.9
27.85714286,0,1.814285714,76.65714286
25.75714286,0,1.742857143,76.12857143
26.32857143,4,2.328571429,64.32857143
26.42857143,2,2.485714286,69.94285714
29.3,2,2.428571429,55.45714286
30.4,1,1.771428571,62.88571429
30.14285714,0,1.942857143,72.01428571
30.77142857,2,1.985714286,70.05714286
30.74285714,0,1.542857143,72.97142857
34.42857143,6,2.257142857,61.72857143
33.72857143,1,2.1,64.32857143
28.97142857,3,1.914285714,84.34285714
28.6,0,1.742857143,77.71428571
29.01428571,1,1.814285714,80.35714286
28,0,1.985714286,76.34285714
28.6,0,1.685714286,71.48571429
31.75714286,0,1.828571429,41.75714286
29.27142857,1,1.857142857,51.05714286
30.62857143,0,1.928571429,59.61428571
27.57142857,0,2.728571429,70.91428571
27.1,0,2.557142857,77.38571429
28.7,0,2.257142857,67.48571429
25.77142857,5,3.042857143,80.45714286
28.44285714,4,2.557142857,69.48571429
29.58571429,0,2.3,74.22857143
35.17142857,18,1.671428571,66.5
36.81428571,22,1.742857143,63.9
31.17142857,2,1.471428571,74.67142857
28.64285714,0,1.557142857,80.54285714
28.18571429,0,1.928571429,80.47142857
28.24285714,0,1.885714286,81.38571429
27.88571429,0,1.885714286,60.78571429
28.42857143,0,2.185714286,54.34285714
27.01428571,2,2.142857143,74.32857143
29,2,2.114285714,65.8
28.95714286,0,2.5,66.15714286
28.88571429,0,1.814285714,71.12857143
30.21428571,5,2.071428571,79.18571429
30.05714286,0,1.942857143,71.27142857
30.72857143,2,2.585714286,67.91428571
35.17142857,8,1.485714286,69.92857143
34.02857143,3,1.628571429,73.92857143
35.85714286,7,1.628571429,63.85714286
34.88571429,8,2.614285714,62.65714286
32.67142857,1,2.571428571,62.81428571
25.88571429,0,2.742857143,71.15714286
28.6,0,1.528571429,79.6
25.81428571,0,1.5,82.6
24.38571429,0,1.728571429,71.92857143
31.35714286,0,2.085714286,51.3
27.71428571,0,2.771428571,56.62857143
28.95714286,0,3.142857143,57.64285714
33.55714286,0,1.7,56.51428571
30.07142857,0,1.785714286,72.47142857
31.75714286,1,1.542857143,77.8
34.54285714,6,2.042857143,67.5
35.04285714,6,1.814285714,71.55714286
31.61428571,7,2.242857143,77.04285714
32.18571429,4,2.342857143,78.98571429
32.2,2,2.142857143,75.02857143
28.3,1,2.114285714,87.37142857
33.04285714,1,2.042857143,73.64285714
28.92857143,0,2.071428571,60.24285714
27.78571429,0,1.528571429,75.24285714
25.82857143,1,2.457142857,57.02857143
29.8,1,1.585714286,58.47142857
29.88571429,1,2.114285714,54.04285714
23.24285714,1,3.357142857,66.44285714
30.28571429,1,1.742857143,52.88571429
30.25714286,1,1.614285714,68.84285714
27.38571429,2,2.857142857,81.88571429
30.38571429,3,2.071428571,69.91428571
36.82857143,31,1.457142857,56.81428571
37.22857143,46,1.9,56.32857143
36.48571429,11,2.7,57.02857143
33.94285714,15,2.857142857,65.95714286
32.65714286,7,2.414285714,65.75714286
32.77142857,0,2.814285714,63.35714286
28.51428571,1,1.614285714,83.57142857
27.34285714,0,2.042857143,68.88571429
24.7,0,2.171428571,74.57142857
27.98571429,0,1.514285714,62.21428571
27.78571429,0,1.457142857,75.68571429
29.34285714,1,1.285714286,71.72857143
29.57142857,1,1.557142857,71.77142857
29.38571429,1,1.257142857,78.71428571
30.34285714,3,1.3,80.47142857
29.4,1,1.328571429,85.27142857
32.55714286,6,1.857142857,79.42857143
32.67142857,9,1.571428571,72.72857143
29.1,1,1.657142857,84.34285714
28.78571429,1,1.085714286,85
28.5,0,1.157142857,91
29.28571429,0,1.157142857,85.67142857
29.05714286,0,1.271428571,76.92857143
30.21428571,3,1.414285714,46.87142857
28.61428571,3,1.5,52.82857143
30.42857143,2,1.614285714,59.42857143
27.81428571,1,1.371428571,80.04285714
27.22857143,2,1.4,79.17142857
27.25714286,0,1.714285714,79.45714286
28.14285714,7,1.385714286,83.21428571
28.78571429,3,2.214285714,80.97142857
29.65714286,4,1.5,88.38571429
31.95714286,16,1.671428571,84.4
34.12857143,20,1.914285714,73.55714286
30.61428571,8,1.557142857,80.68571429
29.08571429,4,1.328571429,81.97142857
28.08571429,1,1.9,80.74285714
28.71428571,0,1.457142857,80.17142857
27.02857143,1,1.571428571,65.35714286
26.71428571,0,1.6,72.07142857
27.9,4,1.328571429,77.48571429
27.81428571,0,1.671428571,80.67142857
27.91428571,2,1.8,84.58571429
28.07142857,1,1.742857143,83.07142857
29.52857143,16,1.557142857,89.52857143
29.45714286,3,1.642857143,84.97142857
31.9,17,1.642857143,75.64285714
33.45714286,16,1.857142857,77.9
33.08571429,13,1.442857143,79.85714286
34.07142857,25,1.528571429,76.77142857
34.45714286,19,1.542857143,75.8
31.77142857,4,1.371428571,74.22857143
27.22857143,1,3.057142857,73.6
29.38571429,1,1.371428571,78.61428571
27.58571429,0,1.157142857,81.3
25.58571429,0,1.314285714,71.38571429
27.1,1,1.828571429,64.7
25.67142857,0,2.071428571,67.87142857
28.38571429,1,1.728571429,62.7
30.68571429,2,1.457142857,66.74285714
29.1,3,1.228571429,83.64285714
30.1,3,1.828571429,88.35714286
31.08571429,10,1.628571429,87.62857143
31.55714286,23,1.014285714,87.75714286
31.87142857,12,0.985714286,85.47142857
32.72857143,35,0.857142857,82.88571429
31.72857143,19,1.042857143,79.25714286
28.77142857,3,1.042857143,86.04285714
30.98571429,2,1.685714286,82.28571429
27.22857143,1,1.514285714,68.02857143
26.44285714,0,0.985714286,79.51428571
25.98571429,1,1.728571429,67.01428571
28.04285714,0,1.442857143,74.15714286
29.1,1,1.5,76.95714286
27.7,0,1.614285714,79.02857143
28.75714286,1,1.314285714,78.98571429
29.98571429,4,1.628571429,85.88571429
28.55714286,1,1.5,91.5
30.94285714,9,1.514285714,86.42857143
34.25714286,38,1.271428571,80.98571429
35.51428571,57,1.614285714,80.97142857
36.5,38,1.771428571,72.61428571
35.34285714,38,1.5,84
36.22857143,31,2,69.4
32.21428571,10,2.285714286,79.62857143
28.6,8,1.285714286,93.45714286
27.81428571,1,1.742857143,84.22857143
27.15714286,0,1.4,81.55714286
24.91428571,1,2.257142857,74.71428571
23.64285714,0,2,77.98571429
26.9,0,2.357142857,68.1
27.21428571,0,1.9,75.97142857
27.45714286,1,2.128571429,78.05714286
28.82857143,2,1.742857143,80.32857143
30.28571429,3,1.685714286,80.28571429
33.25714286,13,3.142857143,69.28571429
30.84285714,5,2.471428571,73.9
28.41428571,2,2.957142857,87.5
27.17142857,1,1.742857143,84.75714286
28.11428571,0,1.942857143,84.7
26.51428571,0,2.028571429,80.72857143
27.64285714,0,1.842857143,77.91428571
29.31428571,0,1.785714286,54.44285714
26.21428571,0,2.1,65.98571429
27.11428571,0,2,78.25714286
25.15714286,0,2.271428571,81.98571429
25.58571429,2,2.114285714,82.88571429
26.3,1,1.914285714,78.27142857
24.51428571,0,1.7,89.02857143
26.61428571,0,3.657142857,78.05714286
28.5,1,2.357142857,85.71428571
35,26,2.1,74.05714286
35.47142857,26,2.228571429,69.85714286
31.18571429,3,1.757142857,77.95714286
28.71428571,1,1.871428571,82.87142857
28.24285714,0,2.685714286,81.51428571
27.87142857,0,1.928571429,81.97142857
25.37142857,0,1.785714286,69.37142857
25.9,0,1.842857143,64.75714286
24.15714286,1,1.714285714,88.31428571
26.7,0,1.8,82.04285714
27.01428571,1,1.785714286,84.21428571
27.17142857,0,1.814285714,83.64285714
28.14285714,1,1.442857143,92.01428571
28.8,2,1.571428571,86.75714286
27.81428571,1,1.714285714,86.27142857
33.08571429,9,1.985714286,83.85714286
31.65714286,3,1.442857143,90.07142857
33.57142857,29,1.571428571,82.24285714
31.88571429,5,2,81.77142857
29.71428571,1,2.442857143,79.3
26.37142857,0,2.857142857,78.88571429
26.92857143,0,1.528571429,91.94285714
25.08571429,0,1.685714286,92.78571429
23.11428571,0,2.814285714,82.1
28.45714286,4,1.628571429,65.02857143
25.34285714,0,2.242857143,66.38571429
24.7,0,2.142857143,71.88571429
28.27142857,1,1.514285714,76.41428571
28.35714286,0,1.757142857,83.87142857
29.65714286,2,2.128571429,88.57142857
32.37142857,3,2.257142857,77.92857143
34.1,10,1.671428571,75.37142857
29.64285714,2,1.657142857,84.38571429
30.48571429,1,1.685714286,87.58571429
31.28571429,0,2.028571429,84.28571429
27.35714286,0,1.871428571,91.4
31.5,8,2.385714286,78.44285714
27.41428571,3,2.442857143,67.94285714
27.21428571,0,1.6,83.91428571
24.1,0,2.171428571,67.31428571
25.65714286,0,1.457142857,77.37142857
26.62857143,0,1.571428571,76.54285714
20.65714286,1,2.414285714,82.55714286
28.11428571,2,1.457142857,72.27142857
28.7,1,2.085714286,82.75714286
25.42857143,0,2.514285714,92.98571429
28.61428571,25,1.414285714,86.38571429
34.08571429,25,1.514285714,75.22857143
34.58571429,22,1.671428571,74.11428571
33.45714286,8,2.457142857,74.78571429
31.5,9,1.857142857,81.1
30.77142857,7,2.057142857,79.54285714
30.84285714,3,2.471428571,79.22857143
28.38571429,1,1.928571429,89.74285714
26.67142857,0,1.9,78.02857143
23.65714286,0,2.314285714,83.78571429
24.75714286,2,1.742857143,71.24285714
25.02857143,3,1.557142857,76.25714286
27.35714286,8,1.585714286,68.21428571
27.5,2,1.471428571,75.4
27.42857143,5,1.442857143,78.01428571
28.54285714,12,1,78.47142857
28.65714286,10,1.314285714,84.74285714
32.02857143,27,1.842857143,78.64285714
31.1,16,2.371428571,72.75714286
28.58571429,12,2.728571429,81.77142857
28.42857143,1,1.428571429,78.88571429
28.01428571,1,1.771428571,84.71428571
26.75714286,0,1.342857143,81.15714286
27.42857143,0,1.371428571,78.57142857
28.38571429,15,1.628571429,53.91428571
26.2,2,1.857142857,65.9
25.75714286,1,1.657142857,78
25.31428571,0,2.057142857,77.51428571
25.5,4,1.7,80.7
