발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생장소_지번,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계,X-좌표,Y-좌표,정제결과
2011,3,31,13:37,목,2011,3,31,18:45,경남,경상남도,거창군,가조면,동례리,산275-2,담,담뱃불실화,,6,127.982357,35.7107441,경상남도 거창군 가조면 동례리 산275-2
2009,4,6,17:30,월,2009,4,7,7:40,전북,전라북도,남원시,산동리,대상리,산38-5,건,주택화재비화,,6,127.485045,35.5253676,전라북도 남원시 산동면 대상리 산38-5
2005,4,28,14:06,목,2005,4,29,7:50,경북,경상북도,상주시,공성면,영오리,산80,입,입산자실화추정,,6,128.047375,36.2550703,경상북도 상주시 공성면 영오리 산80
2005,4,2,15:05,토,2005,4,2,17:40,충북,충청북도,괴산군,청천동,신월동,산4-1,논,논밭두렁소각,,6,127.784029,36.6452473,충청북도 괴산군 청천면 신월리 산4-1
2003,4,6,13:10,일,2003,4,6,16:40,대전,대전광역시,유성구,세동,,산32,논,농산부산물소각,,6,127.272098,36.3067576,대전광역시 유성구 세동 산32
2017,5,7,14:45,일,2017,5,8,7:00,경북,경상북도,영덕군,영해면,사진리,산70임,담,담뱃불실화,,5.9,129.438506,36.5296585,경상북도 영덕군 영해면 사진리 산70
2005,4,2,15:05,토,2005,4,2,16:40,충남,충청남도,금산군,남일동,신정동,산139,담,담뱃불실화추정,,5.9,127.529084,36.0032518,충청남도 금산군 남일면 신정리 산139
2006,4,17,15:00,월,2006,4,17,18:00,충북,충청북도,보은군,온양읍,서원리,산6-1,담,담뱃불실화추정,,5.6,127.829665,36.488379,충청북도 보은군 장안면 서원리 산6-1
2007,1,14,10:45,일,2007,1,14,15:15,강원,강원도,삼척시,가곡리,오목리,산17,기,연탄재부주의,,5.5,129.172433,37.1733614,강원도 삼척시 가곡면 오목리 산17
2004,4,18,14:00,일,2004,4,18,15:55,기타,강원도,양구군,방산동,장평리,산1,기,민통선산불,,5.4,127.941299,38.2255614,강원도 양구군 방산면 장평리 산1
2019,5,5,14:25,일,2019,5,5,22:00,북부,강원도,인제군,남구,,산21,기,숯불 재 투기,,5.2,128.130035,37.9624755,강원도 인제군 남면 소치리 산21
2017,3,11,15:13,토,2017,3,11,18:30,경북,경상북도,영천시,화남리,죽곡리,산167,논,논밭두렁소각,,5.2,128.952287,36.0622626,경상북도 영천시 화남면 죽곡리 산167
2019,1,24,18:10,목,2019,1,25,0:05,경기,경기도,가평군,북구,화악리,산51,기,기타(직접입력),화목난로 부주의,5,127.580032,37.9386826,경기도 가평군 북면 화악리 산51
2017,12,5,6:31,화,2017,12,5,16:00,경남,경상남도,산청군,시천동,신천동,"산40,70",건,기타(직접입력),축사 누전 추정,5,127.791538,35.2555791,경상남도 산청군 시천면 신천리 산40
2015,6,4,6:23,목,2015,6,4,19:30,경기,경기도,포천시,이동면,도평리,산376-1,기,원인미상,,5,127.38538,38.0908329,경기도 포천시 이동면 도평리 산376-1
2015,3,8,11:23,일,2015,3,12,18:00,전남,전라남도,장성군,진원면,진원면,산65,입,낚시꾼 취사행위 실화,,5,126.841702,35.2818753,전라남도 장성군 진원면 진원리 산65
2013,3,9,15:53,토,2013,3,10,7:10,충남,충청남도,공주시,우성면,한천리,산31,논,농산폐기물소각,,5,127.075184,36.5345673,충청남도 공주시 우성면 한천리 산31
2013,3,9,12:40,토,2013,3,9,18:30,울산,울산광역시,울주군,청량면,삼정동,산95,기,작업장용접,,5,129.252206,35.4953773,울산광역시 울주군 청량읍 삼정리 산95
2012,4,6,15:30,금,2012,4,6,18:00,경남,경상남도,양산시,평산리,,산109,어,어린이불장난,,5,128.123509,35.5329241,경상남도 합천군 용주면 평산리 산109
2011,4,29,23:04,금,2011,4,30,5:10,충남,충청남도,홍성군,갈산동,신안동,산42,기,낙뢰,,5,126.57184,36.6201451,충청남도 홍성군 갈산면 신안리 산42
2011,3,31,13:55,목,2011,4,1,8:50,경남,경상남도,고성군,동해시,내곡동,산93-2,담,담뱃불실화,,5,128.393461,35.0344607,경상남도 고성군 동해면 내곡리 산93-2
2011,3,12,15:25,토,2011,3,12,17:10,경북,경상북도,안동시,풍천리,인금리,산169,논,논밭두렁소각,,5,128.535852,36.5189426,경상북도 안동시 풍천면 인금리 산169
2010,12,11,17:00,토,2010,12,11,23:40,울산,울산광역시,북구,,염포동,산115,입,입산자실화,,5,129.397874,35.5327392,울산광역시 북구 염포동 산115
2010,5,16,21:10,일,2010,5,17,8:00,경북,경상북도,군위군,부계리,춘산리,산121-1외,입,입산자실화,,5,128.661015,36.0718859,경상북도 군위군 부계면 춘산리 산121-1 외
2009,4,18,10:00,토,2009,4,18,13:35,경북,경상북도,성주군,초전리,용봉동,산107,쓰,쓰레기소각,,5,128.261591,36.0233856,경상북도 성주군 초전면 용봉리 산107
2009,4,10,15:00,금,2009,4,11,9:00,전북,전라북도,군산시,나포면,옥곤리,산50외10필,쓰,쓰레기소각,,5,126.843018,36.0322818,전라북도 군산시 나포면 옥곤리 산50 외10필
2009,4,6,14:00,월,2009,4,6,19:10,부산,부산광역시,기장군,장안동,덕산동,산258외1,건,축사화재(용접으로인한발화),,5,129.235379,35.3346747,부산광역시 기장군 장안읍 덕선리 산258
2009,4,6,7:00,월,2009,4,9,11:00,대전,대전광역시,동구,,석우동,산2-1,입,입산자실화추정,,5,127.490959,36.2903723,대전광역시 동구 낭월동 산2-1
2009,3,17,18:30,화,2009,3,18,8:00,경북,경상북도,경주시,천북면,화산리,산117-6,논,논밭두렁소각,,5,129.292574,35.9301076,경상북도 경주시 천북면 화산리 산117-6
2008,11,2,19:11,일,2008,11,3,8:00,동부,강원도,삼척시,도계리,흥전리,산92-1,입,입산자실화,,5,129.018835,37.2137526,강원도 삼척시 도계읍 흥전리 산92-1
2008,4,6,14:20,일,2008,4,6,18:30,충북,충청북도,영동군,양강면,남전리,산14-20,성,성묘객실화,,5,127.774509,36.1258622,충청북도 영동군 양강면 남전리 산14-20
2008,2,23,19:40,토,2008,2,23,23:35,경남,경상남도,완도군,내서리,상곡리,산44,기,방화추정,,5,128.494552,35.2546602,경상남도 창원시 마산회원구 내서읍 상곡리 산44
2008,2,23,11:37,토,2008,2,23,17:50,경남,경상남도,통영시,광도면,황리,산443,담,담뱃불실화추정,,5,128.405686,34.9669127,경상남도 통영시 광도면 황리 산444
2007,4,28,14:45,토,2007,4,28,19:20,전북,전라북도,익산시,성당동,두동면,산189,입,입산자실화,,5,126.921029,36.109747,전라북도 익산시 성당면 두동리 산189
2006,3,26,12:01,일,2006,3,26,17:10,전북,전라북도,임실군,지사동,안하리,산22,입,입산자실화,,5,127.344748,35.5996731,전라북도 임실군 지사면 안하리 산22
2005,4,5,13:45,화,2005,4,5,23:00,경북,경상북도,예천군,예천동,생천리,산23,성,성묘객실화,,5,128.452504,36.6846353,경상북도 예천군 예천읍 생천리 산23
2005,3,29,16:15,화,2005,3,29,18:20,경북,경상북도,영양군,청기면,정족리,산1,논,농산부산물소각,,5,129.067817,36.702321,경상북도 영양군 청기면 정족리 산1
2005,1,12,21:20,수,2005,1,13,8:30,경북,경상북도,영덕군,지품면,황둔리,산5,담,담뱃불실화추정,,5,129.291613,36.5013988,경상북도 영덕군 지품면 도계리 1 산5
2004,4,25,14:40,일,2004,4,25,16:35,동부,강원도,평창군,방림동,계촌리,산1,입,입산자실화추정,,5,128.308723,37.5055059,강원도 평창군 방림면 계촌리 산1
2004,4,17,13:50,토,2004,4,17,15:40,울산,울산광역시,북구,가대동,,산91-1,논,농산부산물소각,,5,129.30719,35.6040423,울산광역시 북구 가대동 산91-1
2004,4,14,13:40,수,2004,4,14,18:20,경기,경기도,양평군,지제동,옥현리,산28,쓰,쓰레기소각,,5,127.642533,37.4439855,경기도 양평군 지평면 옥현리 산28
2004,3,16,13:22,화,2004,3,17,2:00,경북,경상북도,칠곡군,동명동,가천동,64,기,쇠파이프절단작업중실화,,5,128.54664,36.0052456,경상북도 칠곡군 동명면 가천리 64
2004,2,5,2:10,목,2004,2,5,5:50,서부,전라남도,진도군,지산동,가치리,산80,건,건물화재비화,,5,126.124782,34.4227163,전라남도 진도군 지산면 가치리 산80
2004,1,24,13:35,토,2004,1,25,9:45,대구,대구광역시,동구,동내동,,산2,성,성묘객실화추정,,5,127.366364,34.9152001,전라남도 순천시 낙안면 동내리 산2
2003,4,5,14:10,공,2003,4,5,18:10,인천,인천광역시,강화군,하점면,,산10,성,성묘객실화,,5,126.416587,37.7751598,인천광역시 강화군 하점면 신봉리 산10-1
2015,3,22,15:18,일,2015,3,23,4:00,북부,경기도,양평군,서종면,수입리,산23-5,쓰,하천변 소각,,4.9,127.401109,37.6383107,경기도 양평군 서종면 수입리 산23-5
2017,11,18,17:34,토,2017,11,19,18:00,중부,충청남도,금산군,제원면,신안동,산8-9,입,기타(직접입력),입산자 실화추정,4.8,127.568827,36.1690897,충청남도 금산군 제원면 신안리 산8-9
2016,4,2,14:57,토,2016,4,3,7:30,대전,대전광역시,동구,신촌동,,산6-32,입,기타(직접입력),입산자 실화추정,4.8,126.788929,36.7976828,충청남도 당진시 합덕읍 합덕리 산6-32
2015,3,25,18:49,수,2015,3,26,17:00,북부,강원도,홍천군,내촌리,와야리,산12-2,입,입산자실화 추정,,4.8,128.167689,37.814839,강원도 홍천군 내촌면 와야리 산12-2
2019,5,26,17:46,일,2019,5,27,6:35,경북,경상북도,안동시,녹전리,사천면,산82-2,성,묘지근처 개미굴 소각,,4.7,128.74481,36.7731378,경상북도 안동시 녹전면 사천리 산82-2
2016,4,2,14:40,토,2016,4,2,17:05,충북,충청북도,제천시,모산리,,산32-7,성,성묘객실화,,4.7,128.214965,37.1684981,충청북도 제천시 모산동 산32-7
2016,4,2,19:05,토,2016,4,3,1:00,강원,강원도,평창군,방림동,운교동,산237-1 3필,논,농산폐기물소각,,4.6,128.285304,37.4236506,강원도 평창군 방림면 운교리 산237-1 3필
2015,4,28,13:58,화,2015,4,28,20:00,북부,강원도,홍천군,화촌면,장평리,산1,기,벌통소독,,4.6,128.115541,37.733901,강원도 홍천군 화촌면 장평리 산1
2016,11,24,17:32,목,2016,11,24,21:10,인천,인천광역시,옹진군,덕적면,굴업리,산2,입,기타(직접입력),비박 모닥불 실화,4.5,125.971881,37.186711,인천광역시 옹진군 덕적면 굴업리 산2
2012,5,27,18:00,일,2012,5,28,12:22,남부,경상북도,영양군,석보리,소계리,산247 외 2,기,낙뢰,,4.5,129.151409,36.5938077,경상북도 영양군 석보면 소계리 산247 외 2
2004,4,16,12:10,금,2004,4,16,20:40,경남,경상남도,합천군,율곡리,와동,,입,입산자실화추정,,4.5,128.210297,35.6272998,경상남도 합천군 율곡면 와리 산10
2004,2,14,23:19,토,2004,2,15,7:30,경북,경상북도,경주시,외동리,북토리,산21,입,입산자실화추정,,4.5,129.286341,35.7397137,경상북도 경주시 외동읍 북토리 산21
2006,4,28,20:45,금,2006,4,29,3:00,북부,서울특별시,강북구,우이동,,산68-1,기,방화추정,,4.39,126.993676,37.6606291,서울특별시 강북구 우이동 산68-1
2004,4,4,16:10,일,2004,4,4,17:55,전남,전라남도,완도군,신지리,대곡동,산15-1,입,입산자실화추정,,4.2,126.831304,34.3404342,전라남도 완도군 신지면 대곡리 산15-1
2019,4,5,2:02,금,2019,4,5,18:00,부산,부산광역시,기장군,장안동,장안동,산65-1,기,조사중,,4,129.213754,35.3667282,부산광역시 기장군 장안읍 장안리 산65-1
2016,4,1,18:30,금,2016,4,2,8:30,충북,충청북도,단양군,단양군,천동리,Feb-58,논,농산폐기물소각,,4,128.430247,36.9711956,충청북도 단양군 단양읍 천동리 58-1
2013,3,27,14:37,수,2013,3,27,18:30,강원,강원도,춘천시,남산동,강촌리,산41-3,논,농산폐기물소각,,4,127.657869,37.8137747,강원도 춘천시 남산면 강촌리 산41-3
2011,4,13,15:02,수,2011,4,13,17:50,강원,강원도,양양군,손양면,삽존리,산57,입,입산자실화추정,,4,128.625425,38.0351866,강원도 양양군 손양면 삽존리 산57
2011,4,1,15:45,금,2011,4,2,9:00,경남,경상남도,하동군,악양면,정동리,산4,논,농산폐기물소각,,4,127.727972,35.171794,경상남도 하동군 악양면 정동리 산4
2009,12,29,11:55,화,2009,12,29,15:10,울산,울산광역시,울주군,범서읍,척과리,산79,입,입산자실화,,4,129.262853,35.6316624,울산광역시 울주군 범서읍 척과리 산79
2009,5,9,8:45,토,2009,5,9,14:30,전북,전라북도,남원시,대강리,사석리,산197,입,입산자실화추정,,4,127.243097,35.3364682,전라북도 남원시 대강면 사석리 산197
2008,3,21,14:10,금,2008,3,21,17:00,충북,충청북도,옥천군,청성면,산계리,산14,기,뚝방소각실화,,4,127.756223,36.3329415,충청북도 옥천군 청성면 산계리 산14
2006,3,12,17:30,일,2006,3,12,19:00,울산,울산광역시,북구,후암동,,산10-2,입,입산자실화,,4,129.343979,35.6235067,울산광역시 북구 농소3동 산10-2
2006,1,7,17:12,토,2006,1,7,23:30,울산,울산광역시,동구,동부리,,산128,기,방화추정,,4,129.420878,35.5499399,울산광역시 동구 동부동 산128
2005,12,28,5:00,수,2005,12,28,8:22,울산,울산광역시,동구,동부리,,산185-1,입,입산자실화추정,,4,129.441088,35.5481539,울산광역시 동구 동부동 산185-1
2004,11,9,15:00,화,2004,11,9,17:00,대전,대전광역시,동구,낭월동,,산2-1,입,입산자실화추정,,4,127.490959,36.2903723,대전광역시 동구 낭월동 산2-1
2003,11,17,15:20,월,2003,11,18,10:55,중부,충청북도,단양군,영천동,동대리,산43-1,입,입산자실화추정,,4,128.300665,37.0690835,충청북도 단양군 매포읍 영천리 산43
2016,4,2,14:20,토,2016,4,2,18:00,강원,강원도,홍천군,서구,어유포리,산67외 4필,기,작업장실화,,3.9,127.691283,37.7029838,강원도 홍천군 서면 어유포리 산67 외 4필
2008,3,16,12:20,일,2008,3,16,15:20,전남,전라남도,해남군,계곡리,성진리,산121,입,입산자실화,,3.9,126.657746,34.637665,전라남도 해남군 계곡면 성진리 산121
2005,4,4,15:45,월,2005,4,4,18:50,경남,경상남도,산청군,신등리,간공리,산4,논,농산부산물소각,,3.7,128.06068,35.3972762,경상남도 산청군 신등면 간공리 산4
2019,4,3,14:12,수,2019,4,3,20:30,경기,경기도,가평군,설악면,설곡리,산243외9필,쓰,쓰레기 소각추정,,3.5,127.515815,37.6174682,경기도 가평군 설악면 설곡리 산243 외9필
2014,4,15,10:45,화,2014,4,15,16:05,경북,경상북도,영주시,부석면,용암리,산118,논,농산폐기물 소각,,3.5,128.676345,36.949301,경상북도 영주시 부석면 용암리 산118
2011,1,31,21:31,월,2011,2,1,8:10,강원,강원도,양양군,강현면,금풍리,산37,건,주택화재비화,,3.5,128.599319,38.1121148,강원도 양양군 강현면 금풍리 산37
2010,6,9,12:04,수,2010,6,9,17:50,경북,경상북도,의성군,점곡면,사촌리,산27-1,입,입산자실화,,3.5,128.769048,36.4442264,경상북도 의성군 점곡면 사촌리 산27-1
2009,1,16,1:00,금,2009,1,16,8:20,경북,경상북도,영덕군,지품면,속곡리,산125,건,보일러폭발추정,,3.5,129.252335,36.4764337,경상북도 영덕군 지품면 속곡리 산125
2008,10,17,12:37,금,2008,10,17,13:55,전북,전라북도,장수군,산서면,동화리,산8,입,약초채취자실화추정,,3.5,127.390115,35.6067275,전라북도 장수군 산서면 동화리 산8
2007,4,29,13:00,일,2007,4,29,17:15,충남,충청남도,서산시,운산리,고풍리,산6-1,입,입산자실화,,3.5,126.599524,36.7954545,충청남도 서산시 운산면 고풍리 산6-1
2007,3,18,15:15,일,2007,3,18,18:50,전남,전라남도,영광군,염산면,봉남리,산123-1,논,농산부산물소각,,3.5,126.357011,35.2276361,전라남도 영광군 염산면 봉남리 산123-1
2006,12,28,2:45,목,2006,12,28,8:35,경북,경상북도,경주시,양남면,석읍리,산117,기,방화추정,,3.5,129.410591,35.7403069,경상북도 경주시 양남면 석읍리 산117
2005,4,1,14:00,금,2005,4,1,17:00,전남,전라남도,영광군,군남면,대덕구,산203-1,성,성묘객실화,,3.5,126.45776,35.2080219,전라남도 영광군 군남면 대덕리 산203-1
2004,4,12,22:40,월,2004,4,13,7:50,충북,충청북도,충주시,신니면,화안리,산50-2,입,입산자실화추정,,3.5,127.719481,36.9677561,충청북도 충주시 신니면 화안리 산50-2
2006,3,15,14:20,수,2006,3,15,17:00,전남,전라남도,여수시,만흥동,,산28-1,입,입산자실화,,3.4,127.744034,34.7851326,전라남도 여수시 만흥동 산28-1
2005,3,12,1:00,토,2005,3,12,8:40,전남,전라남도,신안군,임자면,도찬리,산40,기,차량화재,,3.4,126.147164,35.1437314,전라남도 신안군 임자면 도찬리 산40
2015,3,24,15:40,화,2015,3,25,11:30,북부,경기도,포천시,이동면,도평리,산369 외 4,쓰,쓰레기 소각,,3.3,127.386146,38.0870556,경기도 포천시 이동면 도평리 산369 외 4
2006,3,23,13:10,목,2006,3,23,15:50,경남,경상남도,산청군,신등리,간공리,산119,성,성묘객실화,,3.2,128.037943,35.3923633,경상남도 산청군 신등면 간공리 산119
2005,4,2,17:35,토,2005,4,2,21:00,경북,경상북도,영주시,이산리,신암동,산47,논,논밭두렁소각,,3.2,128.694433,36.8616493,경상북도 영주시 이산면 신암리 산47
2003,12,10,13:20,수,2003,12,10,14:00,경남,경상남도,울진군,진동면,요장리,산142-1,쓰,쓰레기소각,,3.2,128.505856,35.1056344,경상남도 창원시 마산합포구 진동면 요장리 산142-1
2015,5,21,14:55,목,2015,5,21,20:00,강원,강원도,삼척시,노곡동,고자리,산66,논,농산폐기물 소각,,3.14,129.162959,37.3662652,강원도 삼척시 노곡면 고자리 산66
2017,6,11,23:30,일,2017,6,12,10:00,중부,충청북도,청주시,문의리,마동리,산51-1,입,기타(직접입력),입산자 실화,3.12,127.558447,36.4977123,충청북도 청주시 상당구 문의면 마동리 산51-1
2007,3,28,11:50,수,2007,3,28,15:30,경남,경상남도,사천시,곤명면,금성동,산24-4,기,농기계엔진과열,,3.1,127.96945,35.152214,경상남도 사천시 곤명면 금성리 산24-4
2007,2,21,14:00,수,2007,2,21,16:30,전남,전라남도,장성군,진원면,선적리,산48-14,논,농산부산물소각,,3.1,126.825233,35.2879996,전라남도 장성군 진원면 선적리 산48-14
2015,3,11,13:00,수,2015,3,11,20:00,경남,경상남도,함양군,안의리,하원리,산26,성,기타(직접입력),성묘객 묘지 옆 실화,3.03,127.805704,35.6762659,경상남도 함양군 안의면 하원리 산26
2019,4,3,19:52,수,2019,4,4,1:15,경북,경상북도,포항시,대송리,대각리,산79,기,원인미상(조사중),,3,129.357176,35.9489219,경상북도 포항시 남구 대송면 대각리 산79
2019,3,19,10:58,화,2019,3,19,13:40,경북,경상북도,문경시,가은읍,원북리,산1-1,쓰,쓰레기소각,,3,128.010256,36.7145336,경상북도 문경시 가은읍 원북리 산1-1
2018,8,9,9:50,목,2018,8,9,16:40,울산,울산광역시,울주군,온산읍,이진리,산66-5,기,기타(직접입력),원인미상,3,129.355559,35.4316546,울산광역시 울주군 온산읍 이진리 산66-5
2018,6,24,14:30,일,2018,6,24,22:00,경북,경상북도,경주시,서구,천촌리,"산7,8",입,기타(직접입력),낚시꾼 실화추정,3,129.034211,35.8760583,경상북도 경주시 서면 천촌리 산7
2018,4,21,11:35,토,2018,4,21,23:00,북부,강원도,인제군,인제군,합강리,산18-1,입,기타(직접입력),입산자 실화,3,128.165314,38.0973079,강원도 인제군 인제읍 합강리 산18-1
2018,2,16,15:55,금,2018,2,16,18:50,전남,전라남도,구례군,광의리,방광리,산79,성,성묘객실화,,3,127.464749,35.2676549,전라남도 구례군 광의면 방광리 산79
2018,1,28,15:33,일,2018,1,28,19:00,경기,경기도,시흥시,조남동,,산77-1(임),쓰,쓰레기소각,,3,126.862423,37.375517,경기도 시흥시 조남동 산77-1 (임)
2017,12,21,21:47,목,2017,12,22,2:03,경북,경상북도,포항시,장기동,산서면,산522,건,기타(직접입력),슬레이트 창고화재 비화,3,129.442426,35.8968976,경상북도 포항시 남구 장기면 산서리 산522
2017,3,18,15:25,토,2017,3,18,16:20,경기,경기도,김포시,월곶동,고양시,산40,논,논밭두렁소각,,3,126.551687,37.6861345,경기도 김포시 월곶면 고양리 산40
2016,2,8,13:22,월,2016,2,8,15:45,강원,강원도,횡성군,횡성군,정암리,산64 외 5필,논,농산폐기물 소각,,3,128.041068,37.4571527,강원도 횡성군 횡성읍 정암리 산64 외 5필
2016,1,19,18:40,화,2016,1,19,21:29,강원,강원도,강릉시,구정면,금광동,산40-1,건,기타(직접입력),보일러실 화재비화,3,128.91722,37.6977687,강원도 강릉시 구정면 금광리 산40-1
2015,6,3,20:00,수,2015,6,4,9:25,경북,경상북도,청송군,현서면,월정리,산26,기,원인미상,,3,128.923428,36.2095463,경상북도 청송군 현서면 월정리 산26
2015,5,28,15:35,목,2015,5,28,23:00,경남,경상남도,김해시,생림면,도요리,688-28,기,과수원내 컨테이너 전기누전 원인,,3,128.846175,35.3834087,경상남도 김해시 생림면 도요리 688-28
2015,5,24,17:45,일,2015,5,25,14:00,경기,경기도,포천시,일동면,기산리,산30,기,원인미상,,3,127.305436,37.9639926,경기도 포천시 일동면 기산리 산30
2015,4,24,15:20,금,2015,4,24,20:00,경기,경기도,연천군,백학면,통구리,116,기,원인미상,,3,126.922992,38.013487,경기도 연천군 백학면 통구리 116
2015,3,23,12:50,월,2015,3,23,20:45,북부,강원도,인제군,인제군,가아리,산1,기,군부대 진지보수,,3,128.129888,38.1613264,강원도 인제군 인제읍 가아리 산1
2014,3,11,13:50,화,2014,3,11,17:30,세종,세종특별자치구,의령군,문곡리,,산175,논,농산폐기물 소각,,3,127.381641,36.5250897,세종특별자치시   부강면 문곡리 산175
2014,3,7,12:25,금,2014,3,7,16:30,전북,전라북도,김제시,금산리,금성동,산7,논,농산폐기물 소각,,3,127.043077,35.6899586,전라북도 김제시 금산면 금성리 산7
2013,10,26,15:30,토,2013,10,27,9:10,전남,전라남도,진도군,조도면,외병도리,"산 1,2",기,낚시꾼실화,,3,125.936449,34.3758892,전라남도 진도군 조도면 외병도리 산1
2013,4,16,12:40,화,2013,4,16,18:10,전북,전라북도,완주군,경천리,가천동,산51,쓰,쓰레기소각,,3,127.274928,36.0386444,전라북도 완주군 경천면 가천리 산51
2013,3,9,15:45,토,2013,3,10,7:00,경북,경상북도,포항시,연일읍,우복리,산200,기,벌꿀소독,,3,129.332362,35.9781935,경상북도 포항시 남구 연일읍 우복리 산200
2012,4,30,15:11,월,2012,4,30,20:15,충남,충청남도,서산시,가곡리,황락리,산16-2,성,묘지이장작업실화,,3,126.572863,36.7220654,충청남도 서산시 해미면 황락리 산16-2
2011,11,1,15:23,화,2011,11,2,10:30,강원,강원도,화천군,화천군,동촌리,산224,담,담뱃불실화,,3,127.814732,38.1250592,강원도 화천군 화천읍 동촌리 산224
2011,4,1,16:15,금,2011,4,2,9:00,중부,충청북도,제천시,덕산동,월악리,산1-1,쓰,쓰레기소각,,3,128.13793,36.8506774,충청북도 제천시 덕산면 월악리 산1-1
2011,4,1,12:50,금,2011,4,1,18:25,경남,경상남도,창녕군,장마면,신구리,산129,논,농산폐기물소각,,3,128.460224,35.4714814,경상남도 창녕군 장마면 신구리 산129
2009,4,18,12:55,토,2009,4,18,14:25,전남,전라남도,구례군,간전면,효곡리,산143-1,성,성묘객실화,,3,127.532034,35.1417415,전라남도 구례군 간전면 효곡리 산143-1
2009,4,10,13:00,금,2009,4,10,18:50,강원,강원도,강릉시,옥계동,남양리,산75외1,입,입산자실화추정,,3,129.017756,37.5803794,강원도 강릉시 옥계면 남양리 산75 외1
2009,4,10,13:00,금,2009,4,10,14:50,강원,강원도,홍천군,남구,신대동,산247,입,입산자실화추정,,3,127.798712,37.5990028,강원도 홍천군 남면 신대리 산247
2009,4,6,12:21,월,2009,4,6,18:10,대구,대구광역시,달성군,옥포면,기세리,산177,기,조사중,,3,128.488204,35.7611329,대구광역시 달성군 옥포읍 기세리 산177
2009,4,3,12:49,금,2009,4,3,14:53,울산,울산광역시,동구,,오가리,산130-7,기,방화추정,,3,129.44384,35.5360153,울산광역시 동구 미포동 산130-7
2009,2,11,1:40,수,2009,2,11,7:25,경북,경상북도,울진군,기성리,방율리,산50,기,방화추정,,3,129.39216,36.8220108,경상북도 울진군 기성면 방율리 산50
2009,1,14,14:00,수,2009,1,14,17:50,전남,전라남도,광양시,,범왕리,산12,입,입산자(등산객)실화추정,,3,127.651478,34.9317485,전라남도 광양시 황길동 산12
2008,11,20,20:30,목,2008,11,21,4:45,경북,경상북도,경산시,남산동,연하리,산95-2,입,입산자실화,,3,128.818357,35.7579766,경상북도 경산시 남산면 연하리 산95-2
2008,3,20,14:47,목,2008,3,20,17:00,전북,전라북도,완주군,소양리,해월리,산48,쓰,쓰레기소각추정,,3,127.260328,35.8864589,전라북도 완주군 소양면 해월리 산48
2007,5,7,14:25,월,2007,5,7,17:00,울산,울산광역시,북구,천곡동,,산139,입,입산자실화,,3,129.330576,35.6442023,울산광역시 북구 천곡동 산139
2007,3,23,13:55,금,2007,3,23,17:35,전북,전라북도,정읍시,태인면,증산동,산40,논,논밭두렁소각,,3,126.952121,35.6895951,전라북도 정읍시 태인면 증산리 산40
2006,3,30,15:00,목,2006,3,30,17:20,전남,전라남도,장성군,삼계리,능성동,산115-1,쓰,쓰레기소각,,3,126.702301,35.2697854,전라남도 장성군 삼계면 능성리 산115-1
2006,3,26,14:52,일,2006,3,26,18:40,기타,강원도,철원군,원남동,주파리,,기,민통선산불,,3,127.669002,38.2782713,강원도 철원군 원남면 주파리 산53
2006,3,25,15:40,토,2006,3,25,19:00,경북,경상북도,포항시,흥해읍,금장리,산101-1,입,입산자실화,,3,129.366803,36.1412184,경상북도 포항시 북구 흥해읍 금장리 산101-1
2006,3,15,14:55,수,2006,3,15,16:45,전남,전라남도,장흥군,안양시,학송리,산50,입,입산자실화,,3,127.005661,34.6609014,전라남도 장흥군 안양면 학송리 산50
2006,3,12,12:00,일,2006,3,12,15:05,경남,경상남도,김해시,동상리,,산3-3,논,농산부산물소각,,3,128.890365,35.2495964,경상남도 김해시 동상동 산3-3
2006,1,3,5:40,화,2006,1,3,9:10,경북,경상북도,칠곡군,동명동,송산동,산6,입,입산자실화,,3,128.540237,35.9993534,경상북도 칠곡군 동명면 송산리 산6
2005,4,27,15:30,수,2005,4,27,19:30,경북,경상북도,칠곡군,석적읍,포남동,산65,입,입산자실화추정,,3,128.413846,36.0476867,경상북도 칠곡군 석적읍 포남리 산65
2005,4,5,13:40,화,2005,4,5,16:20,전남,전라남도,나주시,다시면,가운동,산92-1,입,입산자실화추정,,3,126.663434,35.0187559,전라남도 나주시 다시면 가운리 산92-1
2005,4,4,14:40,월,2005,4,4,17:00,전남,전라남도,화순군,춘양면,우봉리,산105,성,성묘객실화,,3,126.977388,34.9455905,전라남도 화순군 춘양면 우봉리 산105
2005,4,2,15:38,토,2005,4,2,19:30,경북,경상북도,문경시,가은읍,수예리,산111,입,입산자실화추정,,3,128.058656,36.5913497,경상북도 문경시 가은읍 수예리 산111
2005,4,2,13:30,토,2005,4,2,16:50,전남,전라남도,나주시,문평동,국동리,산110,논,농산부산물소각,,3,126.664038,35.0716678,전라남도 나주시 문평면 국동리 산110
2005,3,30,14:30,수,2005,3,30,16:20,중부,충청북도,진천군,백곡리,대문리,산5-1,쓰,쓰레기소각,,3,127.33525,36.8747813,충청북도 진천군 백곡면 대문리 산5-1
